Ticker,pe,pb,pcf,ps,cluster,Category,Fundamental Cluster
KWT,19.47,1.33,0.0,3.04,5,Miscellaneous Region,"Low Fundamental ETF’s (Energy, Health,Finance)"
OMFS,16.85,2.42,7.32,0.76,2,Small Blend,Low Fundamentals Broad Market
ZHOK,21.76,1.42,9.62,2.55,1,China Region,Mid Fundamentals Broad Market
RNMC,20.97,2.08,9.54,1.29,2,Mid-Cap Blend,Low Fundamentals Broad Market
PALC,15.87,1.34,7.22,0.89,2,Large Blend,Low Fundamentals Broad Market
FLQG,19.98,3.21,11.53,2.18,1,World Stock,Mid Fundamentals Broad Market
YLDE,25.91,3.25,15.64,2.89,3,Large Blend,High Fundamental Broad Market
FLIN,26.4,2.8,13.27,2.06,1,,Mid Fundamentals Broad Market
PYPE,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
HSMV,24.07,2.33,12.05,1.69,1,Mid-Cap Blend,Mid Fundamentals Broad Market
EEMO,26.99,4.98,16.73,3.11,3,Diversified Emerging Mkts,High Fundamental Broad Market
BNKO,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
TTAI,24.2,2.83,11.89,2.15,1,Foreign Large Growth,Mid Fundamentals Broad Market
USAI,18.78,1.65,3.87,0.9,2,Energy Limited Partnership,Low Fundamentals Broad Market
FLN,15.53,1.75,6.64,1.22,2,Latin America Stock,Low Fundamentals Broad Market
UAE,13.46,1.04,0.0,3.18,5,Miscellaneous Region,"Low Fundamental ETF’s (Energy, Health,Finance)"
IEME,22.9,2.84,10.7,2.14,1,Communications,Mid Fundamentals Broad Market
SQLV,11.94,1.39,5.41,0.68,2,Small Blend,Low Fundamentals Broad Market
DBGR,21.44,1.7,8.15,1.07,2,Miscellaneous Region,Low Fundamentals Broad Market
QLVE,18.53,2.02,10.22,1.93,1,,Mid Fundamentals Broad Market
JHME,0.0,1.43,6.8,1.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
BNKZ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
DWCR,24.78,3.07,14.21,2.14,1,Foreign Large Blend,Mid Fundamentals Broad Market
ASHX,20.8,2.5,17.31,1.93,1,China Region,Mid Fundamentals Broad Market
KFYP,15.59,1.96,9.41,0.74,2,China Region,Low Fundamentals Broad Market
FCA,7.3,0.82,4.01,0.5,2,China Region,Low Fundamentals Broad Market
SMEZ,17.06,1.28,9.0,1.02,2,Europe Stock,Low Fundamentals Broad Market
PQSG,21.31,3.17,10.92,1.43,1,,Mid Fundamentals Broad Market
UPW,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
HEWC,17.61,1.87,10.64,1.76,1,Miscellaneous Region,Mid Fundamentals Broad Market
WOMN,26.62,3.95,15.68,2.55,3,Large Blend,High Fundamental Broad Market
EFO,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
MVIN,20.83,2.26,9.55,1.12,2,Foreign Large Blend,Low Fundamentals Broad Market
GOAT,24.05,3.45,15.37,3.31,3,World Stock,High Fundamental Broad Market
UGE,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
CHNA,0.0,2.98,0.0,0.97,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
ZGBR,19.69,1.57,8.21,1.18,2,Miscellaneous Region,Low Fundamentals Broad Market
PQLC,21.5,2.68,12.58,1.77,1,,Mid Fundamentals Broad Market
ESNG,27.03,5.28,16.91,3.0,3,Large Blend,High Fundamental Broad Market
SLT,23.42,2.43,15.45,1.82,1,Large Blend,Mid Fundamentals Broad Market
SDVY,18.05,1.85,11.86,1.11,1,,Mid Fundamentals Broad Market
PSM,17.28,1.81,7.79,1.08,2,Mid-Cap Blend,Low Fundamentals Broad Market
IMLP,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
DZK,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
QMJ,27.94,6.55,18.44,3.26,3,Large Blend,High Fundamental Broad Market
TTTN,37.12,5.54,20.89,7.42,3,Technology,High Fundamental Broad Market
FDEV,20.08,2.23,10.79,1.63,1,,Mid Fundamentals Broad Market
CHIH,29.55,5.07,21.82,2.15,3,China Region,High Fundamental Broad Market
XJH,24.56,2.45,12.02,1.58,1,Mid-Cap Blend,Mid Fundamentals Broad Market
PLAT,41.43,8.52,27.68,7.0,3,World Stock,High Fundamental Broad Market
FRAK,0.0,1.21,4.48,1.62,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
EFZ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FDEM,16.07,2.02,11.04,1.52,2,,Low Fundamentals Broad Market
ROKT,27.87,2.96,13.81,1.51,1,Industrials,Mid Fundamentals Broad Market
BIS,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
SIMS,32.99,2.96,13.52,1.8,1,Infrastructure,Mid Fundamentals Broad Market
CCON,28.91,4.83,19.18,3.92,3,Technology,High Fundamental Broad Market
IDLB,18.75,1.48,9.79,1.14,2,Foreign Large Blend,Low Fundamentals Broad Market
PQSV,12.91,1.16,5.98,0.84,2,,Low Fundamentals Broad Market
FLQH,18.76,2.29,9.54,1.74,1,Foreign Large Blend,Mid Fundamentals Broad Market
HDLB,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
AFTY,16.28,2.05,19.65,2.24,1,China Region,Mid Fundamentals Broad Market
EPV,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
SDYL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
QRFT,35.03,9.22,24.29,5.5,3,Large Growth,High Fundamental Broad Market
MLPE,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
EFAS,12.2,1.09,4.81,0.72,2,Foreign Large Value,Low Fundamentals Broad Market
THNQ,43.5,9.67,28.14,7.09,3,Technology,High Fundamental Broad Market
MAGA,21.05,2.06,9.56,1.32,2,Large Value,Low Fundamentals Broad Market
RNSC,21.17,1.78,8.57,0.99,2,Small Blend,Low Fundamentals Broad Market
HEWU,19.58,1.54,8.29,1.22,2,Miscellaneous Region,Low Fundamentals Broad Market
PSCM,29.01,2.35,10.6,1.09,1,Natural Resources,Mid Fundamentals Broad Market
FBZ,15.08,1.92,6.09,1.05,2,Latin America Stock,Low Fundamentals Broad Market
CEZ,15.38,1.58,8.23,1.05,2,,Low Fundamentals Broad Market
BOUT,20.48,6.3,10.75,2.36,3,,High Fundamental Broad Market
RVRS,19.65,2.03,10.07,1.41,1,Mid-Cap Value,Mid Fundamentals Broad Market
EMSG,22.35,2.47,13.85,2.22,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
PBSM,22.15,2.56,11.78,1.6,1,Small Blend,Mid Fundamentals Broad Market
TPAY,36.87,4.77,20.4,5.1,3,Technology,High Fundamental Broad Market
FTRI,17.83,1.97,7.61,1.59,2,Natural Resources,Low Fundamentals Broad Market
INFR,20.78,1.78,9.14,2.03,1,Infrastructure,Mid Fundamentals Broad Market
ACSG,21.78,2.13,11.86,1.75,1,Foreign Large Blend,Mid Fundamentals Broad Market
FLRU,10.94,0.87,4.66,1.09,2,,Low Fundamentals Broad Market
EUDV,24.57,3.23,13.13,2.14,1,,Mid Fundamentals Broad Market
USLB,24.6,3.21,14.35,1.98,1,Mid-Cap Blend,Mid Fundamentals Broad Market
UBR,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
RFAP,19.66,2.01,11.5,1.8,1,Diversified Pacific/Asia,Mid Fundamentals Broad Market
FDTS,10.13,0.92,4.86,0.47,2,Foreign Small/Mid Value,Low Fundamentals Broad Market
HIPR,27.19,4.99,16.69,2.03,3,Large Growth,High Fundamental Broad Market
IDMO,26.15,4.43,17.85,3.09,3,Foreign Large Growth,High Fundamental Broad Market
PBDM,20.85,1.66,9.88,1.33,1,Foreign Large Blend,Mid Fundamentals Broad Market
TAAG,23.88,4.98,17.62,1.44,3,Large Blend,High Fundamental Broad Market
PXJ,0.0,1.0,6.11,1.28,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
AGT,10.88,1.2,4.31,1.28,2,Miscellaneous Region,Low Fundamentals Broad Market
FLFR,21.49,1.63,10.79,1.3,1,,Mid Fundamentals Broad Market
SMDD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
NIFE,21.59,1.95,13.59,1.88,1,Large Blend,Mid Fundamentals Broad Market
MID,37.85,7.85,27.13,5.97,3,Mid-Cap Growth,High Fundamental Broad Market
JPNL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
EWJE,19.9,1.19,8.56,0.8,2,Japan Stock,Low Fundamentals Broad Market
PLC,23.75,3.97,14.65,1.57,3,Large Blend,High Fundamental Broad Market
AMU,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
NRGD,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
FLM,13.83,1.33,6.33,0.45,2,Industrials,Low Fundamentals Broad Market
OBOR,14.37,1.54,8.01,1.36,2,,Low Fundamentals Broad Market
ROSC,13.88,1.88,7.35,0.82,2,Small Value,Low Fundamentals Broad Market
EEV,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
XVV,27.19,4.03,16.55,2.69,3,Large Blend,High Fundamental Broad Market
FTXD,19.09,5.26,9.47,0.54,1,Consumer Cyclical,Mid Fundamentals Broad Market
EDUT,0.0,5.81,26.14,3.37,5,World Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
SBB,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
RNEM,11.38,1.24,7.54,0.65,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
MOTO,33.39,3.17,13.37,1.52,1,World Stock,Mid Fundamentals Broad Market
FLGR,21.77,1.65,8.38,1.06,2,,Low Fundamentals Broad Market
ECOZ,34.23,7.81,22.72,2.44,3,Large Blend,High Fundamental Broad Market
SFYF,39.75,5.65,19.64,2.64,3,Mid-Cap Growth,High Fundamental Broad Market
IBBJ,0.0,5.76,0.0,7.57,5,Health,"Low Fundamental ETF’s (Energy, Health,Finance)"
KALL,17.13,2.1,15.27,1.75,1,China Region,Mid Fundamentals Broad Market
XJR,20.78,2.02,9.52,1.13,2,Small Blend,Low Fundamentals Broad Market
QDIV,18.2,2.2,10.68,1.62,1,Large Value,Mid Fundamentals Broad Market
QQQM,34.42,7.93,21.0,4.64,3,Large Blend,High Fundamental Broad Market
FLCA,18.18,1.91,11.21,1.87,1,,Mid Fundamentals Broad Market
EKAR,30.2,2.01,9.86,1.05,1,Technology,Mid Fundamentals Broad Market
DYHG,27.93,4.0,16.31,2.75,3,Long-Short Equity,High Fundamental Broad Market
TAWK,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
RNDV,20.35,2.56,9.54,1.22,1,Large Value,Mid Fundamentals Broad Market
AIIQ,23.33,2.8,11.13,1.96,1,,Mid Fundamentals Broad Market
STLV,15.16,1.71,8.96,1.13,2,Large Value,Low Fundamentals Broad Market
DEFA,21.18,1.65,10.02,1.36,1,Foreign Large Blend,Mid Fundamentals Broad Market
STSB,17.02,2.37,8.71,1.18,2,Small Blend,Low Fundamentals Broad Market
SPXN,29.72,5.19,16.19,2.69,3,Large Blend,High Fundamental Broad Market
BOSS,29.78,3.96,19.56,4.22,3,Mid-Cap Growth,High Fundamental Broad Market
EURZ,21.21,1.67,9.54,1.28,1,Europe Stock,Mid Fundamentals Broad Market
REW,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
KESG,14.56,1.91,13.13,1.8,1,,Mid Fundamentals Broad Market
ESGS,16.01,1.89,9.22,0.88,2,,Low Fundamentals Broad Market
BNKD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
EZJ,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
WLDR,17.05,2.06,7.97,1.03,2,World Stock,Low Fundamentals Broad Market
CHIL,20.61,2.79,25.54,3.53,3,China Region,High Fundamental Broad Market
UPV,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
STMB,18.73,2.31,11.01,1.29,1,,Mid Fundamentals Broad Market
VWID,15.08,1.38,6.93,1.07,2,World Stock,Low Fundamentals Broad Market
AMOM,34.89,13.16,22.66,3.12,3,Large Growth,High Fundamental Broad Market
RODE,12.11,1.24,6.64,0.74,2,Foreign Large Value,Low Fundamentals Broad Market
NRGO,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
STLC,20.57,3.12,12.81,1.61,1,,Mid Fundamentals Broad Market
FLJH,20.52,1.34,9.26,0.99,2,,Low Fundamentals Broad Market
EWV,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
QVM,17.09,2.39,9.4,1.15,2,,Low Fundamentals Broad Market
SPXT,25.4,3.22,14.83,2.18,1,Large Blend,Mid Fundamentals Broad Market
ESGN,13.53,1.05,4.81,0.6,2,,Low Fundamentals Broad Market
FTLB,18.05,1.89,8.66,1.76,2,Option Writing,Low Fundamentals Broad Market
IEFN,15.72,1.33,0.0,1.75,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
FLMX,15.18,1.84,6.35,1.24,2,,Low Fundamentals Broad Market
NEED,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
STLG,29.71,11.67,17.8,2.27,3,Large Growth,High Fundamental Broad Market
ARMR,26.95,3.73,15.4,2.39,3,Large Blend,High Fundamental Broad Market
FLEH,21.04,1.77,10.23,1.4,1,,Mid Fundamentals Broad Market
QYLG,36.15,8.21,21.86,4.83,3,,High Fundamental Broad Market
YXI,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
HELX,0.0,10.68,34.49,12.03,3,,High Fundamental Broad Market
WIL,0.0,0.0,0.0,0.0,5,Large Blend,"Low Fundamental ETF’s (Energy, Health,Finance)"
OVF,21.03,1.97,11.16,1.68,1,Option Writing,Mid Fundamentals Broad Market
SPMV,24.33,3.58,13.89,2.35,1,Large Blend,Mid Fundamentals Broad Market
AFLG,23.17,3.81,14.06,1.97,3,Large Value,High Fundamental Broad Market
FNGZ,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
EEMD,8.28,0.73,2.46,0.41,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
WEBS,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
IQM,45.07,10.18,33.06,8.99,3,,High Fundamental Broad Market
FLRG,22.54,4.23,13.5,2.96,3,,High Fundamental Broad Market
SSG,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
NFTY,23.24,2.24,7.59,1.24,2,India Equity,Low Fundamentals Broad Market
FCPI,20.56,3.24,10.4,1.84,1,Large Blend,Mid Fundamentals Broad Market
FTAG,27.15,2.14,9.53,1.27,1,Natural Resources,Mid Fundamentals Broad Market
SDGA,23.74,2.58,15.35,2.63,1,Large Value,Mid Fundamentals Broad Market
FHK,9.92,0.78,7.31,1.13,2,China Region,Low Fundamentals Broad Market
SDD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FLIY,14.4,1.14,5.63,0.72,2,,Low Fundamentals Broad Market
KMED,39.54,6.5,27.09,5.14,3,Diversified Emerging Mkts,High Fundamental Broad Market
ECLN,19.57,2.23,9.62,3.06,1,Utilities,Mid Fundamentals Broad Market
OVS,20.72,1.95,8.8,1.12,2,Option Writing,Low Fundamentals Broad Market
AZBA,27.4,3.97,16.26,2.65,3,Large Blend,High Fundamental Broad Market
AZAA,27.4,3.97,16.26,2.65,3,Large Blend,High Fundamental Broad Market
HJPX,20.15,1.36,9.38,0.99,2,Japan Stock,Low Fundamentals Broad Market
BUL,28.49,6.63,16.88,2.87,3,Mid-Cap Blend,High Fundamental Broad Market
DDG,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
INDF,22.57,2.56,0.0,3.71,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
MIDF,19.95,3.0,12.12,1.64,1,Mid-Cap Blend,Mid Fundamentals Broad Market
AMCA,21.24,2.31,10.9,1.66,1,Large Blend,Mid Fundamentals Broad Market
SMDY,23.53,2.28,9.79,1.36,1,,Mid Fundamentals Broad Market
FCAN,16.61,1.26,8.08,1.18,2,Miscellaneous Region,Low Fundamentals Broad Market
USHG,25.32,3.53,15.61,2.54,3,Long-Short Equity,High Fundamental Broad Market
USEQ,22.5,2.63,12.65,1.78,1,Mid-Cap Blend,Mid Fundamentals Broad Market
MZZ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
CEFA,22.16,1.7,10.39,1.43,1,Foreign Large Blend,Mid Fundamentals Broad Market
KEMX,21.02,1.84,9.26,1.48,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
FPXE,31.56,4.6,19.77,3.24,3,Europe Stock,High Fundamental Broad Market
DWMC,0.0,3.34,7.33,1.17,5,Small Growth,"Low Fundamental ETF’s (Energy, Health,Finance)"
GBGR,0.0,4.27,12.41,2.29,5,Large Growth,"Low Fundamental ETF’s (Energy, Health,Finance)"
FLEU,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
PBEE,18.33,2.15,11.59,1.83,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
FAUS,20.11,1.6,8.77,1.26,2,Miscellaneous Region,Low Fundamentals Broad Market
GBLO,20.15,3.56,9.82,0.88,1,Large Blend,Mid Fundamentals Broad Market
MLPG,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
FFEU,0.0,0.0,0.0,0.0,5,Europe Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
IXSE,31.94,3.66,15.54,3.08,3,India Equity,High Fundamental Broad Market
FLSA,18.38,2.06,10.89,3.62,1,,Mid Fundamentals Broad Market
HDIV,20.74,2.49,9.41,1.37,1,,Mid Fundamentals Broad Market
MUTE,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
CHB,44.52,6.92,30.82,7.4,3,China Region,High Fundamental Broad Market
PASS,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
ECOW,10.45,1.18,3.77,0.62,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
GLIF,27.2,2.09,9.81,2.34,1,Infrastructure,Mid Fundamentals Broad Market
SMN,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FTXG,20.27,2.45,11.66,1.2,1,Consumer Defensive,Mid Fundamentals Broad Market
MMLG,39.22,8.83,26.48,5.36,3,,High Fundamental Broad Market
DMDV,13.61,0.98,4.23,0.7,2,Foreign Large Value,Low Fundamentals Broad Market
FLZA,18.58,1.76,0.0,1.41,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
CHII,13.17,1.44,7.47,0.83,2,China Region,Low Fundamentals Broad Market
CBSE,26.55,3.02,8.73,1.37,1,,Mid Fundamentals Broad Market
RODI,0.0,0.0,0.0,0.0,5,Large Blend,"Low Fundamental ETF’s (Energy, Health,Finance)"
AFSM,18.5,2.4,10.15,1.22,2,Small Blend,Low Fundamentals Broad Market
SDP,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
CHIM,14.87,1.54,5.09,0.7,2,China Region,Low Fundamentals Broad Market
FKO,12.87,0.72,4.34,0.47,2,Miscellaneous Region,Low Fundamentals Broad Market
AFMC,19.31,2.47,10.98,1.41,1,Mid-Cap Blend,Mid Fundamentals Broad Market
FLLA,18.5,1.98,6.3,1.45,2,,Low Fundamentals Broad Market
SPXV,27.71,3.89,16.36,2.89,3,Large Blend,High Fundamental Broad Market
BDCY,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
EFU,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
GBDV,18.81,1.63,6.85,0.94,2,,Low Fundamentals Broad Market
CHIE,8.81,0.61,3.57,0.48,2,China Region,Low Fundamentals Broad Market
VETS,18.29,2.08,10.61,1.31,1,Large Value,Mid Fundamentals Broad Market
PEXL,28.56,4.34,15.29,1.89,3,,High Fundamental Broad Market
RXD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
XCOM,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
EQRR,20.22,1.84,9.13,1.48,2,Large Value,Low Fundamentals Broad Market
CHIU,12.03,1.1,4.6,1.15,2,China Region,Low Fundamentals Broad Market
HERD,16.77,1.94,5.64,0.71,2,World Stock,Low Fundamentals Broad Market
SIJ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
SBM,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
EEH,0.0,0.0,0.0,0.0,5,Large Blend,"Low Fundamental ETF’s (Energy, Health,Finance)"
LMLB,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
LTL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
BUY,7.87,0.83,2.73,0.27,2,Small Value,Low Fundamentals Broad Market
HEWW,15.1,1.71,6.2,1.24,2,Miscellaneous Region,Low Fundamentals Broad Market
SCC,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
SZK,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
DUAL,31.61,3.29,16.27,2.43,3,Large Blend,High Fundamental Broad Market
VSL,26.45,3.09,12.68,2.07,1,Large Blend,Mid Fundamentals Broad Market
REVS,18.36,2.27,10.02,1.7,1,,Mid Fundamentals Broad Market
LACK,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
YCOM,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
LEND,12.77,1.85,0.0,2.03,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
FNOV,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
PNOV,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
DFEB,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
DAUG,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
UJUN,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
UAUG,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
USEP,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
GSID,20.93,1.65,9.98,1.36,1,Foreign Large Blend,Mid Fundamentals Broad Market
FMIL,19.86,2.0,10.24,1.33,1,Large Blend,Mid Fundamentals Broad Market
FMAY,27.94,4.0,16.31,2.74,3,,High Fundamental Broad Market
KAPR,20.24,2.35,9.75,1.37,1,Small Blend,Mid Fundamentals Broad Market
DJUN,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
BMAR,27.17,3.81,16.08,2.62,3,Large Blend,High Fundamental Broad Market
PMAY,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
CFCV,0.0,0.0,0.0,0.0,5,Large Value,"Low Fundamental ETF’s (Energy, Health,Finance)"
FFEB,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
FAUG,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
FNGS,0.0,0.0,0.0,0.0,5,Technology,"Low Fundamental ETF’s (Energy, Health,Finance)"
KOCT,20.24,2.35,9.75,1.37,1,Option Writing,Mid Fundamentals Broad Market
UNOV,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
BDEC,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
AZBO,27.4,3.97,16.26,2.65,3,Large Blend,High Fundamental Broad Market
EQOP,26.89,2.7,14.72,2.31,1,,Mid Fundamentals Broad Market
GSUS,27.67,4.0,16.59,2.74,3,Large Blend,High Fundamental Broad Market
VIRS,25.59,5.84,16.82,2.02,3,Large Blend,High Fundamental Broad Market
NAPR,34.65,7.86,21.31,4.77,3,Large Blend,High Fundamental Broad Market
FJUN,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
PMAR,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
UMAY,27.17,3.81,16.08,2.62,3,Large Blend,High Fundamental Broad Market
KJAN,20.28,2.36,9.75,1.37,1,Small Blend,Mid Fundamentals Broad Market
TMDV,24.86,2.64,11.64,1.65,1,Mid-Cap Value,Mid Fundamentals Broad Market
NOCT,34.65,7.86,21.31,4.77,3,Option Writing,High Fundamental Broad Market
PDEC,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
BAUG,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
BSEP,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
LSLT,22.89,2.93,13.25,2.24,1,,Mid Fundamentals Broad Market
BJUN,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
MFMS,37.02,5.38,21.56,3.31,3,Small Growth,High Fundamental Broad Market
AMER,20.91,2.61,9.4,1.29,1,,Mid Fundamentals Broad Market
AZAO,27.4,3.97,16.26,2.65,3,Large Blend,High Fundamental Broad Market
FBCG,37.52,7.96,23.89,4.26,3,Large Growth,High Fundamental Broad Market
WUGI,40.11,11.63,30.78,9.18,3,Technology,High Fundamental Broad Market
KJUL,20.24,2.35,9.75,1.37,1,Small Blend,Mid Fundamentals Broad Market
FDG,40.26,10.09,28.39,6.56,3,Large Growth,High Fundamental Broad Market
UMAR,27.17,3.81,16.08,2.62,3,Large Blend,High Fundamental Broad Market
UDEC,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
NJAN,34.61,7.83,21.28,4.75,3,Large Growth,High Fundamental Broad Market
DNOV,27.94,4.0,16.31,2.74,3,Option Writing,High Fundamental Broad Market
AESR,26.71,3.82,16.63,2.63,3,Large Blend,High Fundamental Broad Market
BNOV,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
PJUN,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
PAUG,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
TDV,30.33,5.15,15.44,2.07,3,Technology,High Fundamental Broad Market
FRDM,21.39,2.06,8.92,1.56,2,,Low Fundamentals Broad Market
PSEP,27.17,3.81,16.08,2.62,3,Option Writing,High Fundamental Broad Market
TOKE,0.0,3.48,0.0,2.93,5,Miscellaneous Sector,"Low Fundamental ETF’s (Energy, Health,Finance)"
LUXE,39.31,3.07,14.13,2.21,1,,Mid Fundamentals Broad Market
SPAK,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
